gene_names,bl41,C8166,CEM A 301,CEM SS,CEM X 174,DAUDI,HSB2,HT1080,IMR90,JURKAT E6.1,Jurkat tag,MT4,RAJI,RAMOS,WI38
RPL35AP12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARK2P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSFY3P,18,1,0,0,0,3,1,2,0,6,0,4,3,0,0
LINC01364,7,2,0,5,0,9,6,0,2,4,1,8,3,1,7
LOC124901641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL31P19,12,4,0,20,0,23,11,3,11,26,13,45,13,19,15
RPL21P20,1,1,0,0,0,1,2,3,1,1,5,2,3,3,0
RPL26P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND4P15,14,9,0,4,3,9,24,14,13,33,31,15,25,14,11
RPL7AP22,20,11,1,36,1,41,30,10,31,46,16,89,16,24,50
IGHJ1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP43,1,0,0,0,0,1,2,2,1,1,1,1,5,1,1
THRAP3P1,0,0,0,1,0,1,1,1,0,1,0,2,0,0,0
LINC00307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL15P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAUS6P1,1,0,0,7,0,5,3,0,3,13,12,2,8,1,4
PARG,930,437,23,907,182,452,792,409,1138,1487,1094,604,1002,536,858
HNRNPKP2,21,9,0,10,1,5,18,4,22,12,11,3,8,3,12
MTND5P25,0,0,0,2,0,0,19,0,0,5,7,2,0,0,1
CEACAMP7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5
PPIAP88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOGP6,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
RBM26-AS1,90,51,0,75,4,56,20,3,27,103,78,58,78,110,31
GOLGA7B-DT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TP73-AS1,1,306,1,1,23,13,48,0,668,433,454,393,6,31,547
RABGAP1L-DT,13,73,0,4,1,8,4,7,1,6,7,35,23,16,0
DLG1-AS1,35,28,0,20,0,31,70,87,35,74,31,37,29,49,41
HPN-AS1,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0
RPL11P1,6,0,0,1,0,1,10,1,0,5,0,8,3,14,1
EIF2AP4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
RPL21P82,1,0,0,1,0,0,0,0,1,0,2,1,1,0,0
RPL37P1,1,0,0,1,0,1,0,1,2,0,0,0,0,0,1
LINC01806,95,56,5,268,54,79,140,1,0,341,354,0,276,98,0
KRT8P20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMYP1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZMYM4-AS1,91,43,0,68,8,96,115,48,179,164,121,42,117,49,218
ACNATP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK33P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCGEM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR10U1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VN1R33P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSE1L-DT,3,2,0,0,0,6,0,0,2,3,4,5,7,2,0
RPL31P22,7,1,1,1,0,14,4,1,9,15,9,18,10,8,26
RPS8P4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTTY17B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3P30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR10R1P,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
FGF7P6,28,16,0,36,0,21,5,8,23,10,0,2,14,0,7
LINC00310,1,2,1,14,3,29,33,11,15,33,2,57,14,9,21
PSME2P6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
LOC101927575,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
PDE4B-AS1,59,0,0,0,0,17,0,0,39,0,0,11,0,9,2
LINC01537,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
RPL39P16,13,8,2,15,2,19,3,0,4,34,19,7,22,8,1
AKR1B15,0,4,0,0,0,0,0,2,0,4,0,1,0,0,0
TSSK5P,61,21,1,33,4,65,42,20,35,89,79,61,27,69,23
RPL6P24,20,9,0,16,0,13,22,7,15,33,20,14,21,8,13
STK4-DT,2,0,0,0,0,1,2,4,6,6,5,4,0,3,1
CCDC148-AS1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
GAGE12D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP9YP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF1C-AS1,17,30,3,33,15,17,50,55,348,44,46,50,244,14,294
LOC102723834,5,1,0,0,0,0,0,0,3,1,0,0,1,0,16
SCAMP4,113,59,3,135,37,91,117,126,508,221,150,52,192,35,874
MROCKI,10,0,0,5,16,3,2,0,2,0,3,16,510,0,2
LTB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01624,0,0,0,4,0,0,5,0,0,11,0,0,0,0,0
LINC01442,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0
LINC01483,220,0,0,0,0,0,0,0,0,1,1,0,0,79,3
TUBB4BP8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RPS20P15,34,4,0,13,0,26,48,13,37,39,12,57,18,7,91
RPL7P6,3,4,0,1,0,4,2,2,2,2,8,1,5,2,0
DIAPH3-AS1,56,35,0,55,10,53,66,26,91,126,82,95,31,44,86
LOC105376219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A1-DT,26,1,0,1,1,10,3,18,53,43,8,4,9,7,81
AP1M2P1,5,2,0,3,0,1,6,0,1,5,3,0,0,0,0
SOCS5P4,6,4,0,2,4,9,3,3,8,27,9,36,5,17,12
DNAJC9-AS1,46,16,1,23,10,27,21,22,15,54,31,70,53,35,16
LINC03013,5,0,0,6,0,3,0,0,3,2,0,0,1,2,4
OR4A2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV7-5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
USP17L12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4290HG,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MTND3P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP30,1,0,1,10,0,0,6,6,15,22,5,1,1,2,52
LINC00376,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
RPS3AP53,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0
ADGRF5P1,17,0,0,4,0,6,0,0,0,0,0,0,0,0,0
RPS3AP37,11,0,0,4,2,0,5,0,8,26,4,9,0,3,38
MTND4P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTN4-AS2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
HSD11B1-AS1,2,0,0,0,0,1,0,20,1,2,1,0,51,0,0
PIGFP3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WASF1P1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
PTPRT-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM183AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRMPD3-AS1,3,0,0,0,0,22,1,0,0,2,1,0,0,12,0
LINC01074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QRSL1P2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
CERS6-AS1,2,175,0,291,46,2,331,233,246,1441,790,932,1,3,109
ALG1L8P,13,0,0,5,0,4,2,0,2,23,16,2,13,3,3
LINC01132,0,3,0,1,0,0,82,6,14,11,2,4,8,2,10
RBMY2YP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01714,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
USP9YP21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX21-AS1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1
RPL7P54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STEAP2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND6P32,5,0,1,0,1,7,0,0,0,1,0,3,0,0,4
SERPINA7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLYBL-AS2,9,1,0,4,1,2,0,0,0,5,6,16,2,12,0
MTCO3P18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00355,0,20,0,442,14,2,0,109,0,1,34,12,3,0,0
LINC01068,0,2,0,2,0,0,1,4,3,2,0,0,0,0,0
ATP5F1AP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROCCP4,14,0,0,0,0,0,0,0,0,0,2,0,3,0,0
LINC02088,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
HNRNPA3P2,0,0,0,2,1,0,7,0,1,11,1,0,0,0,0
SRP68P2,0,0,0,0,0,16,0,1,2,26,4,6,0,1,5
MED28P3,13,0,1,5,0,9,5,7,4,22,9,48,12,14,9
GSTM3P1,0,0,0,0,0,0,0,1,0,6,28,0,0,0,0
RPL23AP74,16,5,0,4,0,5,16,3,15,9,12,10,10,3,17
DNMBP-AS1,233,4,1,33,26,263,39,265,277,91,109,38,90,172,356
SDAD1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC751837,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0
MTND6P18,3,0,1,0,0,1,0,0,0,0,0,0,1,9,0
GOLGA6L25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RD3L,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
MTND6P5,1,4,0,0,1,0,1,2,1,0,0,1,2,0,6
LOC101927468,28,5,0,0,0,17,0,0,4,0,0,2,2,12,0
CYCSP5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MTCO3P16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
LINC02803,0,5,0,9,0,12,13,3,27,32,2,2,5,4,31
LOC729867,76,26,2,21,17,62,41,35,609,28,51,51,317,47,273
LINC01940,0,0,0,0,0,0,0,1,16,0,0,0,0,0,44
RCC2-AS1,0,1,0,1,0,0,2,3,1,4,5,5,2,0,0
VTI1BP4,2,0,0,0,0,4,0,0,0,5,2,2,5,4,2
HMGN1P23,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NTRAS,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2
RPL7P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP19,0,0,0,16,1,0,5,0,0,0,0,0,1,0,0
MTCO3P43,0,0,0,1,0,0,1,1,0,1,1,0,0,0,5
MTCYBP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS10P9,8,1,0,2,1,14,1,1,0,4,0,3,4,18,5
MTND4LP9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13
IGHD4-17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DNAJB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P90,2,0,0,0,0,0,1,0,0,5,1,2,4,4,2
OR5W1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INKA2-AS1,9,0,0,0,0,6,1,0,70,2,1,4,1,5,45
LOC100129734,2,0,0,0,0,1,0,3,0,0,0,1,0,1,0
SLC9A7P1,0,18,0,0,0,0,0,0,18,4,0,4,0,0,23
PKD1P2,2,3,0,11,0,11,6,24,82,25,26,4,32,30,88
TRIM60P3Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM60P11Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND5P31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
UGT1A11P,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PPIAP93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEPTIN2P1,4,4,1,1,0,1,0,0,8,3,3,1,8,0,38
DPY19L2P3,78,0,0,35,1,2,6,0,0,146,61,18,8,1,6
LOC101929626,9,2,0,2,1,0,0,0,4,13,8,0,2,3,0
MTND5P18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105375387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOCP11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX46,1,0,0,1,0,0,1,0,0,8,1,0,1,0,0
GRAMD4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP89,0,5,0,0,0,1,0,0,0,5,0,5,0,0,0
MRLN,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0
LOC100420572,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PSPC1P1,4,45,0,19,3,3,3,0,8,6,15,194,5,5,2
ASS1P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ATP6V0E1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC124901333,2,0,0,2,1,1,1,1,0,41,9,4,0,3,5
PSMA2P3,0,0,0,1,0,1,0,0,1,7,2,0,1,2,1
OR5P4P,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5
SNAP25-AS1,6,49,0,29,0,0,22,23,24,42,41,3,0,10,22
IL6ST-DT,1,3,0,0,0,0,1,2,12,4,3,1,1,0,17
KRT8P44,1,0,0,0,0,0,0,1,1,12,0,0,0,0,1
ELOCP16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPTLC1P5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
MACROD2-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRGAP3-AS3,0,0,0,2,0,1,1,1,5,12,9,0,0,0,7
MTND2P30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL3P2,5,3,0,9,1,2,2,4,11,3,4,9,7,3,0
LINC01696,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UQCRBP2,0,0,0,0,0,1,1,0,4,0,1,0,0,0,0
FRMD8P1,1,2,0,0,0,0,0,0,0,2,0,1,1,0,2
LINC01738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100420226,138,3,0,39,0,71,18,8,15,49,25,34,29,78,21
RPL37P9,11,5,0,1,0,9,10,3,6,36,13,13,18,15,27
TARID,0,3,0,0,0,0,0,14,163,1,1,0,1,0,781
RBM15-AS1,4,5,0,15,2,37,7,3,1,21,30,11,15,5,2
LINC01429,0,1,0,0,0,0,0,6,0,1,0,0,0,0,1
LOC100131425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR1H5P,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
THAP12P3,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0
RPL7P30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BRK1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB11AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND5P1,0,0,0,0,0,0,11,0,0,2,0,1,0,0,0
RPL7AP65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL6R-AS1,0,0,0,0,0,0,1,0,9,0,0,10,0,0,21
RAPGEF4-AS1,0,0,0,6,0,1,7,1,4,59,18,6,1,2,4
LOC283038,6,1,0,3,0,0,12,0,12,19,30,4,5,4,6
HCG20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP1D1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P76,0,0,0,0,0,1,1,2,0,7,0,0,1,0,4
LOC105369165,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
NGF-AS1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
LOC100996583,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
VN1R51P,0,0,0,1,0,0,3,0,0,0,0,5,0,1,0
LOC101927787,1,0,0,0,0,0,0,23,0,0,0,16,0,0,0
MTCO3P40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
POLR2J2,206,4,0,25,9,192,21,24,49,129,33,13,45,44,86
RPL21P87,0,1,0,1,0,0,0,0,1,4,0,2,2,0,6
FAM245A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SEC63P1,14,1,1,2,0,13,12,6,11,13,3,9,6,2,25
LINC01736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LYPLAL1-DT,42,28,0,91,5,67,12,23,81,52,100,29,136,40,17
LINC01740,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MTCO3P29,8,4,0,2,4,19,24,8,13,23,19,15,9,6,9
RPL7P47,8,10,0,7,1,6,4,4,1,3,12,8,10,2,0
BOD1L2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IFNA14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COX6CP15,0,0,0,0,0,0,0,7,8,0,0,3,5,0,6
MTATP6P11,2,0,0,0,0,0,1,0,0,4,0,2,1,0,7
LINC01820,0,0,0,5,0,0,2,0,2,0,0,0,0,0,5
LINC01757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELTF-AS1,67,1,0,10,0,17,62,78,14,160,86,28,9,57,14
ST13P19,2,0,0,4,0,3,4,2,2,2,6,3,0,4,0
LOC442427,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FALEC,32,1,0,0,0,0,1,3,15,5,2,2,6,4,8
LINC01649,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IGHD6-6,2,0,0,0,0,0,0,0,0,0,0,0,4,11,0
LOC105371485,0,0,0,16,5,0,68,0,0,36,59,1,1,1,1
LINC01494,23,0,0,0,0,17,0,0,0,0,1,4,6,5,0
LINC01402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC338963,1,0,0,0,0,8,2,0,0,5,6,0,0,0,1
CASP16P,19,0,0,15,3,4,13,0,16,16,9,4,4,11,25
RPL3P1,13,5,1,2,1,9,9,1,7,18,8,16,1,6,20
LOC101928733,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
LINC01674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND1P11,2,0,0,0,0,0,0,0,3,1,1,0,3,0,9
HNRNPA1P21,0,290,0,0,10,2,789,0,0,33,19,646,0,1,0
MTND2P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100421400,3,0,0,7,0,4,0,5,0,6,1,1,2,3,1
LINC02843,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0
RPL23AP16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
OR2M3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
GRASLND,0,0,0,5,1,0,628,45,0,132,255,0,1,0,0
RPS3P3,42,38,0,31,1,23,27,26,30,25,48,30,37,9,21
LINC02869,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
RPL7AP12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OFD1P17,15,1,0,8,3,26,27,0,43,44,36,55,14,2,118
NLGN1-AS1,0,0,0,0,0,0,0,0,39,0,0,36,1,0,43
NPM1P30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00578,1,0,1,0,0,1,0,1,0,0,0,0,2,0,92
HCG11,217,231,1,183,40,96,262,1,330,1,2,0,6,124,260
NACA4P,3,1,0,4,0,0,1,0,1,0,6,2,2,1,0
EFCAB14-AS1,68,14,2,44,13,30,28,9,71,83,66,58,52,42,117
TTTY17A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOB1AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP8,425,208,28,235,1056,195,440,307,260,268,173,346,400,310,243
LINC01317,0,2,0,8,5,1,0,0,0,1,0,0,1,0,0
PSMD8P1,0,0,0,0,0,0,0,0,2,0,0,10,0,0,34
LINC02048,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0
ORM2,73,3,0,4,0,28,30,1,1,48,21,15,13,36,3
PCAT6,0,0,0,1,0,0,2,3,3,5,0,2,0,0,5
TBX18-AS1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BMS1P17,0,0,0,8,0,0,6,24,0,51,43,0,2,0,0
TTTY4C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM174C,111,129,1,240,28,104,112,105,155,281,433,186,252,123,124
RPL7P55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4K6P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01209,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
LINC01350,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
CYP4F29P,0,0,0,5,0,0,1,0,65,390,238,0,2,13,0
GUSBP11,1,0,0,2,0,2,1,0,0,3,3,2,3,0,0
MTATP6P19,2,1,0,0,0,2,0,0,2,2,3,2,1,0,3
FKTN-AS1,5,1,0,6,1,7,3,2,3,7,4,7,13,4,7
SPATA2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV3D-7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
LINC01890,4,1,0,0,0,4,4,0,0,5,0,0,0,1,0
RPL17P43,1,1,0,0,0,0,7,0,2,0,3,12,3,2,0
LOC105375130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR9H1P,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PPIAP69,0,0,0,0,0,0,6,0,0,8,1,0,0,0,0
LINC01784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMD1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR646HG,0,1,5,328,16,92,105,26,29,936,204,0,1,0,31
RPL37AP6,32,0,0,2,1,14,6,0,5,5,2,1,6,10,2
LOC392436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS26P4,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0
LINC02585,11,7,0,9,1,5,11,3,2,8,3,11,1,1,11
LINC02263,2,0,0,0,0,0,0,28,0,0,0,0,0,0,2
CHMP3-AS1,161,75,3,196,47,229,228,127,574,374,218,244,266,225,368
LOC100996384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXNDC12-AS1,14,6,0,9,1,11,13,3,1,29,11,12,14,9,8
LOC112268032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
RPS20P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAS2L1P2,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0
ITPKB-IT1,52,1,0,17,2,110,22,6,5,38,8,15,66,88,9
FAM197Y7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01635,8,2,1,3,1,4,10,13,10,14,14,1,10,9,4
RPS20P6,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1
CNTNAP5-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPC324,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
TAB2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
CCT6P1,423,120,2,257,43,332,286,54,170,500,400,389,341,260,150
ELOCP24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNC-LBCS,101,0,0,0,0,4,0,0,26,0,0,1,0,345,31
REL-DT,7,0,0,0,0,11,0,0,3,1,1,1,5,4,0
LINC00687,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOC107985688,14,11,0,1,5,14,30,0,1,1,0,10,12,23,0
LOC100419458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARL5AP3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OR7E23P,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOC105378663,18,0,0,6,0,25,8,25,42,26,27,8,14,5,50
MTND5P6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SDAD1P1,14,22,0,71,8,17,75,35,79,183,73,38,8,7,59
RPS19P7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
RPL23AP21,13,9,0,10,0,13,4,3,28,79,28,29,29,1,21
OST4,897,978,19,1331,298,720,1340,749,4538,1376,1390,1106,3118,692,1895
PRKCE-AS1,88,1,0,2,2,39,11,3,12,11,3,55,43,117,27
LOC101927692,1,0,0,41,0,0,9,0,14,241,52,0,2,122,8
C2orf92,43,24,0,24,7,65,37,3,61,66,23,120,47,12,55
RPL21P50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01013,1,0,0,0,0,1,0,0,6,0,0,0,65,2,21
LOC100506405,0,1,1,18,0,0,0,0,0,0,20,0,1,0,0
RPL15P18,4,3,0,6,2,3,5,3,10,10,3,15,6,0,6
LINC01760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100419679,9,3,0,3,2,8,1,3,35,10,9,22,16,3,33
CT47A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB6P4,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0
MIR34AHG,1,269,0,0,17,3,117,28,588,1,1,674,2,1,653
LOC101927383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC124905242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCDC183-AS1,20,4,0,22,4,104,27,13,18,210,74,47,43,75,44
PMS2P12,168,0,0,0,0,91,0,0,0,2,2,0,90,1,0
LOC112267871,0,0,0,1,0,0,0,8,34,3,0,0,28,4,2
HSPA8P17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LOC124902439,0,0,0,0,0,0,0,0,4,0,0,0,1,0,27
VN1R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP13,2,0,0,0,1,2,6,0,7,8,3,0,0,0,33
NUTM2E,7,0,0,12,0,8,0,0,2,4,2,4,3,4,6
HSFY7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4432HG,55,0,0,2,0,106,0,0,0,1,0,0,27,33,0
D21S2088E,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FNDC10,0,0,1,11,0,1,18,0,17,49,44,0,0,1,46
PAICSP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACC1-AS1,0,0,0,4,1,37,0,0,0,0,5,0,8,10,0
RPL7P52,10,2,0,4,0,10,25,5,4,35,13,29,5,14,1
DCAF8-DT,118,80,0,82,27,54,79,81,190,184,160,132,93,75,132
CLDN25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDCL2P1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZNF883,0,0,0,0,0,2,7,16,37,6,2,0,1,0,38
HDAC2-AS2,14,13,0,13,1,2,29,84,25,41,22,8,18,5,127
GS1-278J22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOTAIR,14,0,0,0,0,0,0,0,0,4,2,0,0,2,0
LOC124902542,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
RPL31P13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNHG26,1559,168,9,429,106,807,44,32,245,186,224,276,723,251,208
HNRNPCP7,221,2,0,20,5,24,35,2,8,48,12,17,17,11,13
MYO5BP3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
